user_id,gender,birth_year,current_age,generation_age,yearly_income,credit_score,credit_score_group,latitude,longitude
694,Male,1990,29,millennials,41836,615,fair,61.2,-149.82
382,Male,1964,55,baby boomer,23103,681,good,34.0,-118.28
629,Male,1947,72,baby boomer,57513,793,very good,39.27,-76.83
1211,Female,1953,66,baby boomer,38249,746,very good,35.1,-90.0
823,Female,1978,41,gen X,41496,807,excellent,36.7,-76.63
1304,Female,1995,24,gen Z,90812,850,excellent,40.99,-74.34
89,Male,1984,35,millennials,30217,705,good,32.27,-106.61
1751,Female,1990,29,millennials,61581,736,good,38.78,-90.7
888,Male,1966,53,gen X,33566,698,good,34.86,-92.12
81,Female,1953,66,baby boomer,35560,723,good,29.57,-97.96
1021,Female,1998,21,gen Z,64630,751,very good,34.14,-117.85
826,Female,1952,67,baby boomer,57705,684,good,33.98,-83.88
87,Male,1961,58,baby boomer,24155,802,excellent,26.13,-97.63
1833,Male,1993,27,millennials,35026,743,very good,35.58,-88.5
829,Female,1990,29,millennials,36404,726,good,35.36,-79.13
1879,Male,1969,50,gen X,38179,609,fair,35.66,-80.48
236,Female,1983,36,millennials,161276,540,poor,29.7,-95.46
1619,Male,1988,31,millennials,32086,747,very good,33.61,-96.6
1146,Female,1997,22,gen Z,37505,714,good,41.83,-87.68
803,Female,1951,69,baby boomer,46487,635,fair,37.53,-120.84
193,Female,1996,23,gen Z,37891,749,very good,44.48,-103.84
1686,Female,1965,54,gen X,61312,708,good,39.99,-105.09
1959,Male,1973,46,gen X,52130,701,good,41.57,-81.2
1342,Female,1993,27,millennials,40744,717,good,42.91,-78.7
1371,Female,1933,86,silent generation,49529,689,good,21.41,-157.79
1067,Male,1943,76,silent generation,41790,719,good,37.54,-97.25
1019,Female,1939,81,silent generation,29928,713,good,34.09,-117.96
1568,Female,1972,47,gen X,42976,748,very good,40.67,-73.39
1765,Male,1979,40,gen X,32126,770,very good,33.46,-82.5
1875,Male,1963,56,baby boomer,45202,683,good,40.89,-81.58
1111,Female,1999,20,gen Z,34907,742,very good,26.63,-81.99
1160,Male,1992,27,millennials,34591,688,good,41.8,-80.06
1574,Female,1997,22,gen Z,31933,746,very good,34.89,-77.54
189,Male,1978,42,gen X,52165,730,good,30.44,-97.62
466,Female,1961,58,baby boomer,29519,643,fair,40.4,-81.35
659,Male,1962,57,baby boomer,32583,812,excellent,38.73,-86.47
942,Male,1982,37,millennials,59139,742,very good,30.3,-90.97
1234,Male,1975,44,gen X,62185,749,very good,29.76,-95.38
841,Male,1997,22,gen Z,35800,753,very good,44.63,-123.0
1388,Male,1993,26,millennials,72485,691,good,39.09,-76.85
1056,Female,1995,24,gen Z,52036,703,good,34.28,-119.22
345,Male,1986,33,millennials,35499,724,good,42.24,-85.48
308,Male,1976,44,gen X,31015,737,good,35.37,-85.38
1922,Male,1940,79,silent generation,53222,640,fair,32.85,-117.2
1156,Female,1963,56,baby boomer,280199,752,very good,40.74,-74.33
561,Male,1971,48,gen X,36853,834,excellent,40.8,-91.12
507,Male,1998,22,gen Z,37497,695,good,40.81,-74.0
1522,Female,1931,88,silent generation,31828,593,fair,40.94,-74.24
695,Female,1970,49,gen X,71866,662,fair,29.48,-95.1
285,Male,1957,62,baby boomer,34496,731,good,36.95,-121.72
113,Female,1946,74,baby boomer,39003,788,very good,32.86,-97.21
1039,Male,1951,68,baby boomer,11566,536,poor,34.04,-118.21
176,Female,1974,45,gen X,52172,667,fair,33.74,-84.31
1104,Male,1928,91,silent generation,40141,850,excellent,26.23,-80.13
946,Male,1971,48,gen X,39733,781,very good,40.31,-79.38
1465,Female,1991,29,millennials,51651,801,excellent,39.53,-84.08
25,Female,1997,22,gen Z,49190,630,fair,33.36,-111.93
571,Male,1977,42,gen X,36711,739,good,39.46,-77.96
1396,Male,1997,22,gen Z,46344,732,good,39.21,-76.72
599,Male,1993,26,millennials,100991,722,good,40.36,-75.09
1074,Female,1957,62,baby boomer,32819,826,excellent,44.66,-103.85
214,Male,1989,30,millennials,47803,652,fair,41.83,-87.68
771,Male,1975,44,gen X,38661,765,very good,42.33,-122.79
520,Male,1974,45,gen X,57658,766,very good,40.26,-75.74
288,Female,1974,45,gen X,22249,789,very good,33.17,-90.48
1979,Female,1982,38,millennials,64647,738,good,26.37,-80.1
1253,Female,1987,32,millennials,58749,768,very good,41.44,-73.04
311,Female,1973,46,gen X,29510,752,very good,37.18,-113.6
1346,Female,1966,53,gen X,36672,655,fair,36.81,-119.75
1622,Female,1979,41,gen X,79271,759,very good,42.15,-71.13
852,Female,1985,35,millennials,40156,738,good,29.82,-82.59
1394,Female,1989,30,millennials,57853,558,poor,38.63,-90.24
957,Female,1946,73,baby boomer,37789,605,fair,39.17,-77.26
515,Male,1958,61,baby boomer,41865,676,good,32.51,-94.76
1303,Male,1953,66,baby boomer,61937,684,good,41.31,-81.85
1287,Female,1987,32,millennials,32274,545,poor,35.55,-77.05
296,Male,1971,48,gen X,75785,814,excellent,40.81,-74.1
1059,Male,1969,50,gen X,45560,644,fair,35.43,-82.5
1378,Female,1973,46,gen X,40810,614,fair,44.27,-88.34
1297,Male,1961,58,baby boomer,38371,703,good,34.99,-92.63
1727,Female,1973,46,gen X,48762,771,very good,34.0,-81.03
310,Male,1994,26,millennials,58435,666,fair,38.72,-121.0
673,Male,1971,48,gen X,39124,722,good,37.27,-79.88
1283,Male,1970,50,gen X,63673,591,fair,45.64,-122.37
1239,Female,1985,34,millennials,38081,811,excellent,33.78,-117.93
1691,Female,1996,23,gen Z,29450,692,good,35.12,-81.51
1078,Female,1963,56,baby boomer,57576,589,fair,40.6,-88.98
124,Female,1988,31,millennials,34311,680,good,34.6,-98.42
99,Female,1956,63,baby boomer,54095,753,very good,26.23,-80.13
1722,Female,1995,24,gen Z,24648,600,fair,37.96,-121.26
562,Female,1982,37,millennials,66863,673,good,39.95,-104.9
750,Female,1959,61,baby boomer,30165,694,good,35.19,-80.83
1223,Male,1966,53,gen X,189490,717,good,41.8,-87.92
1319,Female,2000,19,gen Z,48582,546,poor,38.2,-84.55
575,Male,1935,84,silent generation,26476,813,excellent,40.15,-74.85
428,Male,1980,39,millennials,56486,689,good,42.99,-71.45
828,Female,1960,59,baby boomer,35906,659,fair,29.45,-98.5
1580,Female,2000,19,gen Z,55587,621,fair,41.6,-87.05
1570,Female,1998,21,gen Z,36733,761,very good,45.93,-88.25
846,Female,1971,48,gen X,67761,745,very good,41.26,-96.01
666,Male,1963,57,baby boomer,36282,725,good,35.85,-86.39
335,Female,1973,46,gen X,56467,688,good,26.74,-80.12
639,Female,1965,55,gen X,37645,654,fair,41.12,-83.01
386,Male,1971,48,gen X,49967,655,fair,42.26,-71.8
886,Male,1999,20,gen Z,64548,726,good,40.17,-74.91
297,Male,1999,20,gen Z,28421,738,good,37.91,-76.47
1860,Female,1986,33,millennials,35213,719,good,34.48,-87.28
581,Male,1971,48,gen X,29962,684,good,29.99,-90.24
1910,Male,1970,49,gen X,35868,562,poor,27.48,-82.57
731,Male,1988,31,millennials,38193,703,good,40.32,-118.2
21,Male,1972,48,gen X,43084,850,excellent,39.47,-87.38
273,Female,1977,42,gen X,37415,665,fair,41.16,-80.56
63,Male,1979,40,gen X,35418,660,fair,40.72,-74.17
786,Male,2002,18,gen Z,31259,798,very good,34.9,-79.01
1886,Male,1993,26,millennials,41255,683,good,47.44,-122.28
103,Female,1978,41,gen X,34774,850,excellent,35.82,-78.65
1193,Female,1929,90,silent generation,51717,717,good,41.69,-73.92
585,Male,1967,52,gen X,41483,584,fair,30.11,-97.3
1532,Female,1991,28,millennials,34825,759,very good,39.53,-79.01
1958,Male,1969,51,gen X,37346,680,good,35.05,-78.87
744,Female,1961,58,baby boomer,44699,842,excellent,25.77,-80.2
1836,Male,1984,35,millennials,17316,748,very good,28.92,-81.92
477,Male,1962,57,baby boomer,49467,697,good,44.75,-68.67
1713,Female,2001,18,gen Z,34242,837,excellent,39.1,-94.62
1506,Male,1994,25,millennials,70502,614,fair,33.52,-86.79
357,Female,1960,59,baby boomer,80156,735,good,42.35,-71.06
535,Female,1968,51,gen X,49737,643,fair,41.53,-72.79
778,Male,1959,60,baby boomer,31003,699,good,40.52,-81.47
950,Female,1996,23,gen Z,29376,629,fair,28.5,-81.37
1080,Female,1963,56,baby boomer,29413,703,good,32.19,-83.17
1197,Female,1992,28,millennials,55684,722,good,45.79,-122.69
711,Male,1980,39,millennials,40894,657,fair,39.01,-89.78
1731,Female,1956,64,baby boomer,47242,704,good,34.14,-117.45
451,Male,1954,65,baby boomer,28951,711,good,41.26,-96.01
1290,Male,1966,53,gen X,66428,669,fair,33.1,-96.66
1817,Female,1968,52,gen X,73920,683,good,29.55,-95.27
56,Female,1998,22,gen Z,21490,682,good,40.76,-111.84
1383,Female,1951,68,baby boomer,59938,670,good,42.39,-71.1
1915,Male,1965,54,gen X,52062,775,very good,41.32,-74.18
1882,Male,1961,58,baby boomer,59322,694,good,37.59,-122.06
1467,Female,1993,26,millennials,53254,736,good,42.58,-83.14
1791,Male,1958,61,baby boomer,32716,593,fair,39.77,-86.14
447,Male,1940,79,silent generation,30977,796,very good,43.22,-86.25
1640,Female,1952,67,baby boomer,34954,729,good,41.89,-84.04
636,Female,1973,47,gen X,24372,793,very good,41.83,-87.68
782,Female,1968,51,gen X,37169,722,good,41.28,-84.36
316,Male,1983,36,millennials,39871,719,good,29.76,-95.38
1192,Female,1976,44,gen X,40026,768,very good,44.22,-93.44
787,Female,2000,19,gen Z,71740,767,very good,29.61,-95.61
251,Male,1998,21,gen Z,41087,695,good,40.7,-73.61
1351,Female,2001,18,gen Z,58579,808,excellent,61.14,-149.76
490,Male,1933,86,silent generation,33426,699,good,29.45,-98.5
1935,Female,1997,23,gen Z,44862,750,very good,30.21,-92.02
387,Male,1985,34,millennials,45388,723,good,41.4,-82.23
869,Male,1946,73,baby boomer,34220,745,very good,33.85,-84.22
1865,Male,2000,19,gen Z,118862,782,very good,40.04,-75.42
268,Female,1999,20,gen Z,60265,582,fair,43.02,-78.75
1124,Male,1974,45,gen X,23740,841,excellent,37.62,-83.41
721,Male,1980,39,millennials,38386,850,excellent,25.77,-80.2
813,Male,1973,46,gen X,38872,585,fair,41.99,-71.5
152,Female,1982,37,millennials,49335,773,very good,33.72,-84.32
1896,Female,1969,50,gen X,40246,641,fair,41.91,-83.38
1028,Male,1970,50,gen X,81122,682,good,41.83,-87.68
922,Male,2001,18,gen Z,29265,647,fair,26.89,-82.05
549,Male,1968,51,gen X,62304,719,good,33.3,-111.74
565,Male,1965,54,gen X,43598,757,very good,32.98,-96.89
1980,Male,1965,54,gen X,46603,612,fair,29.37,-95.45
1494,Male,1993,26,millennials,28931,711,good,26.14,-80.13
1809,Female,1977,42,gen X,73208,664,fair,38.81,-77.72
637,Female,1978,42,gen X,77288,771,very good,40.98,-74.06
1770,Male,1989,30,millennials,37544,703,good,26.61,-80.05
527,Male,1961,58,baby boomer,40628,636,fair,40.99,-88.72
1139,Female,1995,24,gen Z,31469,645,fair,32.88,-84.67
1459,Male,1967,53,gen X,31369,707,good,35.11,-106.62
1544,Female,1983,36,millennials,33339,679,good,40.1,-84.62
1174,Male,1994,25,millennials,41338,772,very good,30.6,-87.34
112,Female,1965,54,gen X,35114,686,good,43.98,-75.6
369,Male,1980,39,millennials,51499,788,very good,38.22,-85.74
994,Female,1934,85,silent generation,9795,771,very good,40.09,-74.21
1592,Male,2000,19,gen Z,95045,708,good,37.5,-122.3
1029,Male,1953,66,baby boomer,36589,676,good,27.9,-81.97
1680,Female,1960,59,baby boomer,58959,598,fair,27.95,-82.48
1052,Male,1958,61,baby boomer,28210,655,fair,37.99,-122.27
494,Male,1980,39,millennials,56347,779,very good,39.09,-76.85
94,Female,1961,59,baby boomer,36760,593,fair,35.71,-81.15
425,Male,1981,38,millennials,59482,688,good,36.46,-121.82
1720,Female,1964,55,baby boomer,24827,590,fair,32.75,-97.33
1699,Female,1953,67,baby boomer,52929,737,good,37.42,-121.94
1495,Male,1967,52,gen X,63433,770,very good,39.77,-86.14
1005,Male,1998,21,gen Z,39485,685,good,29.76,-95.38
439,Female,1986,33,millennials,51938,697,good,41.47,-87.05
1285,Female,1951,68,baby boomer,65298,524,poor,38.83,-77.21
1973,Female,1962,58,baby boomer,32520,731,good,34.87,-85.5
448,Male,1978,41,gen X,39472,698,good,41.48,-87.68
1907,Female,1982,37,millennials,34457,666,fair,22.21,-159.41
73,Male,1971,48,gen X,53478,674,good,41.71,-73.96
1097,Male,1980,39,millennials,32343,732,good,43.95,-86.44
1644,Male,1937,83,silent generation,31943,686,good,34.66,-83.09
967,Female,1978,41,gen X,32789,699,good,43.28,-93.2
1929,Male,1990,29,millennials,41873,717,good,37.72,-122.41
1114,Male,1976,44,gen X,37115,685,good,39.02,-86.93
1087,Female,1979,40,gen X,30997,722,good,37.53,-84.66
95,Female,1994,25,millennials,88554,701,good,47.62,-122.16
1778,Male,1990,29,millennials,29682,659,fair,35.49,-119.3
1031,Male,1959,61,baby boomer,53762,689,good,39.75,-104.42
788,Female,2001,19,gen Z,54477,802,excellent,40.71,-73.99
728,Female,1989,30,millennials,33076,721,good,39.08,-94.35
1639,Male,1961,58,baby boomer,49595,676,good,42.12,-80.08
1587,Male,1988,31,millennials,82019,695,good,42.18,-70.73
1883,Male,1943,76,silent generation,51942,723,good,38.49,-121.53
712,Female,1945,74,silent generation,29130,720,good,32.63,-117.05
1414,Female,1948,71,baby boomer,13937,783,very good,38.35,-81.63
243,Male,1999,20,gen Z,38158,666,fair,41.84,-87.79
146,Female,1972,47,gen X,68710,717,good,41.85,-88.3
715,Female,1983,37,millennials,100303,821,excellent,41.76,-88.15
1489,Female,1961,58,baby boomer,50980,691,good,43.03,-71.07
1232,Male,2002,18,gen Z,46810,747,very good,42.4,-96.35
842,Male,1959,61,baby boomer,103185,564,poor,47.58,-122.03
486,Male,1996,23,gen Z,46704,810,excellent,36.25,-115.08
763,Male,1985,35,millennials,103126,642,fair,39.99,-75.27
154,Male,1971,48,gen X,37468,666,fair,34.93,-78.72
704,Female,1968,51,gen X,112695,840,excellent,41.2,-73.73
1409,Male,1996,23,gen Z,44181,701,good,42.77,-86.1
1601,Female,1993,26,millennials,67820,628,fair,41.31,-73.84
729,Female,1939,80,silent generation,24884,850,excellent,40.28,-86.51
1016,Female,1978,41,gen X,553,719,good,32.95,-117.19
1214,Male,1979,40,gen X,72470,711,good,42.06,-71.24
1760,Female,1984,35,millennials,36081,682,good,39.16,-89.48
927,Male,1982,37,millennials,59375,729,good,42.48,-71.15
1667,Male,2002,18,gen Z,48491,588,fair,34.82,-89.98
1796,Female,1959,60,baby boomer,30867,794,very good,38.56,-86.61
179,Female,1986,33,millennials,39974,652,fair,34.98,-80.54
395,Male,1981,39,millennials,49611,739,good,32.69,-97.12
513,Male,1995,24,gen Z,35856,712,good,30.5,-90.46
187,Female,1984,35,millennials,35760,830,excellent,37.77,-79.99
491,Male,1979,40,gen X,27013,651,fair,34.83,-82.37
1153,Male,1956,63,baby boomer,58006,774,very good,39.69,-104.81
377,Female,1940,80,silent generation,39110,750,very good,47.39,-122.26
850,Female,1981,38,millennials,40087,712,good,37.98,-85.71
1186,Male,1973,46,gen X,35891,577,poor,39.95,-75.16
1694,Female,1936,83,silent generation,74753,726,good,41.09,-73.55
716,Male,1988,31,millennials,26511,769,very good,33.92,-116.83
1131,Male,1943,76,silent generation,19682,683,good,38.88,-94.81
1719,Female,1938,81,silent generation,23217,616,fair,25.77,-80.2
254,Male,1989,30,millennials,67589,734,good,40.02,-105.25
226,Male,1989,30,millennials,92960,724,good,42.62,-70.86
1307,Female,1967,52,gen X,87030,646,fair,37.89,-122.03
1095,Male,1948,72,baby boomer,22918,750,very good,40.7,-73.89
1729,Female,1990,29,millennials,49842,698,good,40.3,-112.3
1466,Female,1983,36,millennials,35933,812,excellent,38.64,-75.61
1226,Male,1978,42,gen X,36860,714,good,21.34,-157.72
1755,Male,1967,53,gen X,28269,734,good,31.96,-83.77
475,Male,1999,20,gen Z,40426,727,good,41.02,-84.04
1956,Female,1976,43,gen X,37371,739,good,33.81,-117.97
706,Female,1986,33,millennials,67589,602,fair,38.02,-122.54
474,Male,1964,55,baby boomer,80957,683,good,40.75,-73.64
1259,Female,1955,64,baby boomer,192269,700,good,41.18,-73.42
320,Male,1985,34,millennials,35641,625,fair,32.22,-110.82
93,Female,1986,33,millennials,28696,686,good,35.75,-87.79
1182,Male,1989,30,millennials,38153,658,fair,43.21,-75.47
150,Female,1968,51,gen X,71490,782,very good,38.7,-77.24
1327,Female,1999,20,gen Z,43006,688,good,45.94,-122.67
784,Male,1975,44,gen X,49523,688,good,30.19,-90.78
1471,Male,1988,31,millennials,21876,786,very good,35.1,-90.0
367,Female,1992,27,millennials,44843,756,very good,41.52,-87.42
1050,Female,1976,43,gen X,35938,670,good,35.98,-78.91
207,Female,1946,73,baby boomer,28553,745,very good,36.58,-79.4
1838,Female,2001,18,gen Z,39803,695,good,35.05,-78.87
798,Female,1969,50,gen X,49076,715,good,33.57,-117.14
1207,Male,1978,41,gen X,56368,664,fair,41.47,-81.67
1012,Female,1984,35,millennials,32855,693,good,39.95,-75.16
844,Male,1955,65,baby boomer,18149,738,good,32.75,-97.33
334,Male,1975,44,gen X,40407,697,good,41.16,-82.22
815,Male,2000,19,gen Z,48418,756,very good,33.61,-112.46
1100,Male,1958,61,baby boomer,59815,573,poor,40.72,-73.51
407,Female,1996,23,gen Z,42454,750,very good,41.83,-87.68
1244,Female,1976,43,gen X,32775,637,fair,35.28,-81.28
1740,Male,1983,36,millennials,57532,735,good,42.86,-88.33
1754,Female,1985,34,millennials,26325,562,poor,34.58,-94.23
1184,Male,1950,70,baby boomer,68765,798,very good,37.56,-121.98
1440,Male,1993,26,millennials,38670,630,fair,41.42,-78.55
200,Female,1962,57,baby boomer,36528,701,good,38.21,-82.56
1446,Male,1991,28,millennials,28163,689,good,34.02,-94.73
1263,Female,1963,56,baby boomer,36652,600,fair,33.95,-84.54
1483,Male,2001,18,gen Z,54427,714,good,41.93,-71.29
1085,Female,1992,27,millennials,74198,838,excellent,32.97,-117.02
1961,Male,2002,18,gen Z,34904,657,fair,35.59,-77.37
776,Male,1964,55,baby boomer,97455,616,fair,35.1,-90.0
890,Female,1983,37,millennials,52181,727,good,33.87,-117.89
1445,Male,1951,68,baby boomer,27939,841,excellent,41.12,-85.87
74,Female,1965,54,gen X,41957,783,very good,38.86,-104.76
1216,Female,1993,26,millennials,40102,601,fair,37.74,-84.29
797,Female,1958,61,baby boomer,62005,651,fair,21.3,-157.85
610,Male,2002,18,gen Z,44061,713,good,47.78,-117.45
1917,Male,1970,49,gen X,58503,680,good,40.92,-72.92
975,Female,1991,28,millennials,29478,675,good,42.88,-78.85
109,Female,1990,29,millennials,40005,737,good,45.6,-108.68
547,Male,1949,70,baby boomer,31901,778,very good,42.62,-88.63
347,Female,1991,28,millennials,44046,557,poor,25.77,-80.2
201,Male,1958,61,baby boomer,35823,732,good,41.52,-88.12
1368,Female,1990,29,millennials,44976,717,good,37.22,-77.28
1547,Male,1992,28,millennials,40035,684,good,43.54,-89.46
1812,Female,1988,31,millennials,50978,574,poor,34.78,-92.25
1379,Male,1943,76,silent generation,34408,701,good,42.58,-82.91
82,Female,1997,22,gen Z,2026,779,very good,41.83,-87.68
1053,Male,1960,59,baby boomer,55571,636,fair,28.65,-81.18
1893,Male,1993,26,millennials,53182,623,fair,43.1,-71.73
955,Male,1987,33,millennials,33944,798,very good,40.28,-80.6
856,Male,1965,54,gen X,114318,748,very good,38.98,-77.12
1361,Male,1952,67,baby boomer,28714,638,fair,42.38,-83.1
261,Male,1979,41,gen X,59093,737,good,36.0,-114.96
64,Female,1980,39,millennials,51465,702,good,34.0,-118.03
1864,Male,1999,20,gen Z,50776,701,good,42.79,-73.67
1768,Female,1991,28,millennials,51391,573,poor,40.43,-75.34
1151,Male,1966,53,gen X,920,788,very good,40.35,-74.65
356,Female,1969,50,gen X,41420,691,good,27.19,-80.24
1393,Female,1967,52,gen X,34460,692,good,41.25,-97.12
865,Male,1979,41,gen X,37786,693,good,38.06,-78.9
1914,Female,1998,21,gen Z,42161,672,good,36.78,-76.08
1641,Male,1989,30,millennials,51998,640,fair,39.09,-84.51
707,Female,1997,22,gen Z,37253,576,poor,34.72,-82.78
3,Male,1970,49,gen X,27943,681,good,33.89,-98.51
754,Female,1943,76,silent generation,32817,705,good,33.69,-78.89
148,Male,1957,62,baby boomer,38681,663,fair,43.6,-71.74
127,Male,1971,48,gen X,31553,729,good,31.7,-86.26
1675,Male,1983,36,millennials,49993,767,very good,47.14,-122.32
747,Male,1956,63,baby boomer,28828,687,good,39.33,-82.23
1942,Female,1942,77,silent generation,1,673,good,40.71,-73.99
452,Male,1988,31,millennials,63356,704,good,29.76,-95.38
1157,Female,1986,33,millennials,57526,812,excellent,32.98,-96.89
1534,Male,1983,36,millennials,80794,803,excellent,39.9,-74.99
1086,Female,1962,57,baby boomer,76274,698,good,42.02,-71.21
1984,Female,1990,29,millennials,38861,528,poor,43.97,-88.95
835,Male,1987,32,millennials,45312,681,good,29.79,-90.82
758,Male,1956,63,baby boomer,43180,764,very good,34.09,-118.13
1795,Female,1994,25,millennials,60310,647,fair,45.25,-93.33
1221,Female,1955,64,baby boomer,30747,850,excellent,33.92,-117.24
1821,Male,1998,21,gen Z,43617,803,excellent,38.27,-104.62
1248,Female,1968,51,gen X,43386,698,good,42.68,-89.01
1900,Female,1958,62,baby boomer,36465,688,good,43.06,-87.96
597,Male,1948,72,baby boomer,65055,736,good,37.74,-122.44
1620,Male,1998,21,gen Z,36924,701,good,32.33,-96.62
1213,Male,1985,34,millennials,43579,795,very good,38.62,-122.61
619,Male,1965,54,gen X,53986,748,very good,44.01,-92.47
1043,Female,1998,21,gen Z,97127,660,fair,42.37,-71.11
394,Male,1967,52,gen X,69604,684,good,41.09,-73.55
1376,Female,1971,49,gen X,62019,543,poor,30.51,-97.83
834,Male,2000,19,gen Z,32550,746,very good,33.95,-118.36
837,Male,1989,30,millennials,36092,679,good,39.15,-80.35
1257,Male,1964,55,baby boomer,48259,721,good,47.79,-122.3
1966,Male,1977,42,gen X,31499,782,very good,36.05,-90.51
358,Female,1983,36,millennials,31079,605,fair,34.17,-82.37
912,Male,1973,46,gen X,47395,755,very good,25.77,-80.2
605,Male,1977,42,gen X,47542,725,good,40.64,-73.94
1362,Male,1962,58,baby boomer,72510,727,good,38.78,-77.27
1513,Male,1972,48,gen X,65736,733,good,41.3,-73.13
1521,Female,1948,71,baby boomer,19581,706,good,32.75,-97.77
564,Male,1962,57,baby boomer,42411,765,very good,44.08,-70.24
1309,Female,1932,87,silent generation,55902,531,poor,47.61,-122.3
1583,Male,1981,38,millennials,52844,826,excellent,40.04,-76.3
1885,Male,1973,46,gen X,37056,753,very good,33.99,-83.72
1566,Male,1976,44,gen X,40220,718,good,38.69,-121.31
401,Male,1938,81,silent generation,28644,806,excellent,34.2,-118.39
15,Female,1968,52,gen X,29673,788,very good,34.02,-118.31
1666,Male,1958,61,baby boomer,46954,578,poor,32.29,-81.23
509,Male,1986,33,millennials,44534,702,good,38.41,-82.43
954,Male,1968,51,gen X,37963,772,very good,33.93,-117.49
832,Female,1979,40,gen X,50329,625,fair,33.2,-96.65
1046,Male,1975,44,gen X,36715,547,poor,39.95,-75.16
630,Male,1959,60,baby boomer,39521,491,poor,30.33,-81.65
1561,Female,1941,78,silent generation,51014,759,very good,35.0,-80.94
1548,Male,1978,41,gen X,73067,721,good,40.5,-111.7
221,Female,1956,63,baby boomer,44183,850,excellent,37.7,-122.12
1991,Male,1998,21,gen Z,22922,694,good,39.98,-82.98
1328,Female,1992,28,millennials,84987,600,fair,40.16,-83.06
1901,Female,1956,63,baby boomer,33728,730,good,43.69,-84.76
665,Female,1939,81,silent generation,11613,790,very good,41.23,-80.81
442,Male,1972,47,gen X,48600,791,very good,38.33,-90.4
1626,Male,1961,58,baby boomer,60292,531,poor,35.15,-89.75
1539,Female,1977,42,gen X,58034,676,good,42.82,-83.25
601,Male,1951,68,baby boomer,43004,761,very good,28.5,-81.37
541,Female,1968,51,gen X,29144,645,fair,35.63,-95.95
210,Male,1973,46,gen X,25850,630,fair,29.45,-98.5
206,Female,1992,28,millennials,37583,782,very good,42.89,-85.72
926,Female,1999,20,gen Z,41403,776,very good,41.14,-81.36
115,Male,1958,61,baby boomer,101018,748,very good,40.93,-73.72
1779,Male,1989,30,millennials,32125,733,good,33.46,-82.5
248,Female,1939,80,silent generation,13596,684,good,27.95,-82.48
1003,Male,1968,51,gen X,80526,632,fair,40.2,-74.78
294,Male,1983,36,millennials,43953,607,fair,33.83,-83.89
118,Female,1963,56,baby boomer,31533,753,very good,33.52,-86.79
292,Female,1996,23,gen Z,42711,717,good,32.79,-116.96
755,Female,1945,74,silent generation,23137,642,fair,33.82,-78.67
1878,Male,2002,18,gen Z,39778,702,good,34.32,-118.38
1432,Male,1977,42,gen X,69747,741,very good,40.96,-74.61
456,Male,1965,54,gen X,34947,751,very good,26.63,-81.99
623,Male,1956,63,baby boomer,77961,616,fair,41.53,-87.87
1426,Female,1997,22,gen Z,114692,805,excellent,40.33,-74.03
47,Male,1972,47,gen X,25434,712,good,40.84,-73.87
760,Female,1964,56,baby boomer,37558,778,very good,39.98,-82.98
956,Female,1989,30,millennials,47110,804,excellent,39.98,-82.98
194,Male,1968,52,gen X,30681,746,very good,40.34,-85.35
693,Female,1999,20,gen Z,65051,703,good,33.09,-96.88
1246,Female,1970,49,gen X,31008,713,good,30.76,-88.12
641,Male,1957,62,baby boomer,37556,735,good,39.98,-82.98
1060,Male,1944,76,silent generation,21547,785,very good,39.77,-86.14
1292,Male,1999,20,gen Z,29051,774,very good,35.7,-89.99
1113,Female,2000,19,gen Z,28953,738,good,41.76,-88.29
245,Female,1980,39,millennials,58774,528,poor,26.11,-80.39
774,Male,1973,46,gen X,33395,588,fair,42.41,-114.59
1822,Female,1933,87,silent generation,22894,767,very good,27.09,-82.43
1209,Female,1974,45,gen X,63815,699,good,40.94,-73.86
997,Female,1963,57,baby boomer,54963,675,good,32.64,-116.98
1180,Male,1991,28,millennials,35940,595,fair,40.71,-73.99
318,Male,1957,62,baby boomer,36911,724,good,34.5,-118.01
691,Female,1985,34,millennials,44838,561,poor,38.39,-86.93
1993,Female,1960,59,baby boomer,92785,786,very good,37.35,-122.03
252,Male,1953,67,baby boomer,34985,723,good,40.58,-82.42
1757,Male,1980,39,millennials,42086,784,very good,40.19,-85.39
1324,Female,1974,45,gen X,38872,663,fair,27.33,-82.54
1557,Female,1970,50,gen X,48295,707,good,45.45,-122.79
1555,Female,1991,28,millennials,39708,717,good,34.01,-86.01
941,Female,1963,56,baby boomer,45416,713,good,43.34,-73.67
156,Female,1983,36,millennials,28007,691,good,34.08,-117.46
24,Female,1971,48,gen X,38554,708,good,42.27,-89.06
302,Female,1992,27,millennials,37384,706,good,38.41,-78.61
949,Female,1990,29,millennials,63684,709,good,40.45,-74.48
1281,Female,1927,92,silent generation,26546,689,good,34.1,-117.38
1428,Female,1984,35,millennials,28472,508,poor,37.67,-92.66
433,Male,1970,49,gen X,31957,771,very good,39.38,-89.07
584,Male,1958,61,baby boomer,29195,743,very good,38.66,-121.37
1832,Male,1983,36,millennials,36372,684,good,40.71,-124.11
222,Female,1971,48,gen X,93417,714,good,33.76,-84.33
648,Female,1980,40,millennials,29854,674,good,32.78,-108.26
1939,Female,1976,43,gen X,25207,685,good,33.95,-118.29
722,Male,1995,25,gen Z,32966,707,good,41.01,-75.89
1889,Male,1953,66,baby boomer,47972,748,very good,27.97,-82.76
1229,Male,1970,50,gen X,49350,713,good,35.18,-79.46
