user_id,client_id,total_amount,generation_age,gender,latitude,longitude,credit_score,credit_score_group
150,150,684371,gen X,Female,38.7,-77.24,782,very good
460,460,616979,baby boomer,Male,41.02,-73.8,608,fair
211,211,223566,gen X,Male,34.61,-114.3,755,very good
639,639,512625,gen X,Female,41.12,-83.01,654,fair
69,69,254191,gen X,Female,40.52,-81.47,748,very good
672,672,387812,millennials,Male,35.81,-83.25,722,good
1168,1168,1590324,gen X,Male,40.67,-74.42,505,poor
819,819,284094,baby boomer,Female,40.43,-79.97,687,good
1201,1201,646025,baby boomer,Male,42.36,-71.36,715,good
1434,1434,183768,baby boomer,Male,26.45,-80.08,717,good
1735,1735,239192,baby boomer,Male,27.64,-80.39,614,fair
1367,1367,243504,gen X,Female,44.52,-87.98,708,good
1226,1226,590023,gen X,Male,21.34,-157.72,714,good
1558,1558,874541,gen X,Female,40.64,-73.94,597,fair
1523,1523,185080,baby boomer,Female,36.07,-79.82,850,excellent
1606,1606,412512,gen X,Male,30.68,-88.04,806,excellent
1353,1353,264040,gen X,Female,40.46,-111.63,816,excellent
1427,1427,588134,millennials,Female,35.19,-80.83,770,very good
196,196,241390,gen X,Female,33.29,-83.96,773,very good
753,753,200781,gen X,Female,33.24,-87.59,605,fair
934,,,millennials,Female,42.38,-76.39,762,very good
1483,,,gen Z,Male,41.93,-71.29,714,good
30,,,gen Z,Female,31.96,-94.05,577,poor
309,,,millennials,Male,32.07,-82.91,819,excellent
1829,,,gen Z,Male,33.34,-84.1,710,good
1506,,,millennials,Male,33.52,-86.79,614,fair
1264,,,millennials,Female,36.8,-97.29,815,excellent
493,,,gen Z,Male,32.76,-96.59,786,very good
1408,,,gen X,Male,33.31,-81.13,683,good
978,,,gen Z,Female,30.06,-89.93,760,very good
1265,,,gen Z,Female,40.43,-79.97,748,very good
1721,,,millennials,Female,46.11,-118.3,642,fair
420,,,gen Z,Male,33.82,-117.91,744,very good
1799,1799,711877,millennials,Male,47.75,-122.04,646,fair
655,655,319556,gen X,Female,41.44,-82.18,552,poor
1692,1692,1273463,silent generation,Female,41.03,-73.86,542,poor
477,477,497419,baby boomer,Male,44.75,-68.67,697,good
125,125,169582,baby boomer,Female,37.63,-121.01,724,good
1622,1622,573983,gen X,Female,42.15,-71.13,759,very good
884,884,528404,silent generation,Male,42.97,-85.77,631,fair
1700,1700,212767,gen X,Female,40.81,-81.93,822,excellent
113,113,478730,baby boomer,Female,32.86,-97.21,788,very good
1258,1258,388959,silent generation,Female,33.99,-117.53,789,very good
1022,1022,657542,gen X,Female,34.98,-80.54,635,fair
674,674,307870,baby boomer,Female,32.73,-117.08,756,very good
947,947,710539,baby boomer,Male,40.64,-73.94,710,good
1640,1640,252300,baby boomer,Female,41.89,-84.04,729,good
1181,1181,455648,baby boomer,Male,35.4,-80.59,810,excellent
410,410,92390,gen X,Female,40.62,-96.63,610,fair
1030,1030,295869,gen X,Male,45.63,-122.52,705,good
1861,1861,439656,baby boomer,Female,33.1,-96.66,779,very good
225,225,413884,millennials,Male,29.76,-95.38,688,good
1095,1095,276743,baby boomer,Male,40.7,-73.89,750,very good
985,985,965801,millennials,Male,42.8,-83.71,600,fair
489,489,254378,millennials,Male,40.87,-97.59,684,good
608,608,114786,millennials,Male,37.78,-121.99,769,very good
856,856,1109874,gen X,Male,38.98,-77.12,748,very good
1544,1544,475547,millennials,Female,40.1,-84.62,679,good
310,,,millennials,Male,38.72,-121.0,666,fair
444,,,gen Z,Female,40.84,-73.87,748,very good
381,,,millennials,Male,38.72,-90.47,675,good
1625,,,gen Z,Female,47.67,-122.18,659,fair
817,,,millennials,Male,30.06,-89.93,803,excellent
481,,,gen Z,Male,42.41,-71.16,653,fair
1892,,,gen Z,Male,35.01,-97.33,637,fair
603,,,gen X,Female,35.48,-97.26,611,fair
766,,,gen X,Female,28.23,-82.17,685,good
695,,,gen X,Female,29.48,-95.1,662,fair
1273,,,gen Z,Male,41.88,-87.97,762,very good
382,,,baby boomer,Male,34.0,-118.28,681,good
1536,,,gen X,Male,36.15,-85.5,766,very good
201,201,170074,baby boomer,Male,41.52,-88.12,732,good
1843,1843,812114,silent generation,Male,41.5,-87.63,760,very good
1177,1177,389139,millennials,Female,39.67,-75.75,695,good
1424,1424,291925,greatest generation,Female,35.13,-112.99,761,very good
1077,1077,537799,baby boomer,Female,39.12,-123.28,576,poor
618,618,156799,millennials,Male,33.92,-118.2,701,good
1827,1827,612235,baby boomer,Male,33.25,-116.98,686,good
1234,1234,229696,gen X,Male,29.76,-95.38,749,very good
1247,1247,456629,baby boomer,Female,35.54,-118.91,700,good
47,47,321715,gen X,Male,40.84,-73.87,712,good
55,55,294170,baby boomer,Female,37.92,-122.34,717,good
1644,1644,482348,silent generation,Male,34.66,-83.09,686,good
16,16,378540,silent generation,Male,41.88,-87.84,681,good
720,720,128921,millennials,Female,42.38,-83.1,682,good
1279,1279,545955,silent generation,Male,42.47,-83.49,509,poor
1507,1507,197066,millennials,Female,42.48,-89.03,744,very good
514,514,433681,baby boomer,Male,28.08,-80.6,698,good
224,,,gen Z,Female,40.69,-73.85,798,very good
1372,,,silent generation,Female,34.95,-96.75,697,good
812,,,gen X,Female,42.78,-72.48,659,fair
1726,,,baby boomer,Female,27.75,-82.64,687,good
1377,,,millennials,Female,32.91,-96.62,569,poor
1124,,,gen X,Male,37.62,-83.41,841,excellent
1821,,,gen Z,Male,38.27,-104.62,803,excellent
411,,,millennials,Male,43.97,-75.91,775,very good
874,,,gen Z,Male,39.38,-119.67,798,very good
1933,,,millennials,Male,29.57,-81.21,589,fair
1055,,,millennials,Male,28.5,-81.37,594,fair
417,,,gen Z,Male,35.1,-90.0,762,very good
1388,,,millennials,Male,39.09,-76.85,691,good
384,,,gen Z,Male,42.58,-83.03,702,good
1220,,,gen Z,Female,41.7,-111.87,641,fair
1342,,,millennials,Female,42.91,-78.7,717,good
656,,,baby boomer,Female,35.06,-85.09,704,good
446,,,gen Z,Male,40.69,-73.73,703,good
927,,,millennials,Male,42.48,-71.15,729,good
1701,,,baby boomer,Male,33.94,-118.24,726,good
304,,,millennials,Male,41.14,-104.79,685,good
1928,1928,499532,baby boomer,Male,45.79,-122.69,750,very good
1356,1356,343639,silent generation,Male,44.99,-91.72,733,good
78,78,196995,millennials,Male,33.95,-118.29,688,good
1880,1880,435440,baby boomer,Male,43.06,-87.96,771,very good
472,472,592698,gen X,Male,42.34,-88.11,672,good
1511,1511,433902,gen X,Male,43.07,-89.38,719,good
256,256,437141,silent generation,Male,35.82,-78.31,714,good
462,462,564424,baby boomer,Female,40.62,-75.36,767,very good
274,274,431205,gen X,Female,38.89,-77.03,799,very good
1855,1855,439743,baby boomer,Male,37.3,-121.8,728,good
1818,1818,917543,silent generation,Female,36.73,-76.04,500,poor
1542,1542,183207,gen X,Female,41.47,-81.67,731,good
1070,1070,399821,baby boomer,Male,42.03,-91.58,745,very good
14,14,233801,silent generation,Female,21.39,-158.01,652,fair
1118,1118,618655,millennials,Female,34.06,-118.35,714,good
418,,,millennials,Male,33.56,-112.57,693,good
786,,,gen Z,Male,34.9,-79.01,798,very good
907,,,millennials,Male,44.94,-93.1,686,good
1665,,,gen Z,Male,33.94,-84.2,665,fair
1838,,,gen Z,Female,35.05,-78.87,695,good
396,,,silent generation,Female,42.07,-87.81,735,good
272,,,millennials,Female,39.79,-75.14,767,very good
1607,,,gen Z,Male,32.91,-96.62,689,good
1157,,,millennials,Female,32.98,-96.89,812,excellent
1505,,,millennials,Male,38.04,-97.34,685,good
136,,,gen Z,Female,38.22,-85.74,695,good
736,,,millennials,Female,39.99,-105.09,741,very good
372,,,millennials,Male,41.66,-83.58,756,very good
1056,,,gen Z,Female,34.28,-119.22,703,good
894,,,gen X,Female,43.3,-71.33,597,fair
1969,1969,856884,silent generation,Male,27.48,-82.57,733,good
265,265,292122,gen X,Female,27.8,-97.39,713,good
442,442,674103,gen X,Male,38.33,-90.4,791,very good
589,589,129160,baby boomer,Male,40.55,-81.91,595,fair
1518,1518,329822,baby boomer,Male,34.47,-86.8,745,very good
921,921,955720,silent generation,Male,42.98,-77.67,779,very good
1909,1909,455976,baby boomer,Male,34.02,-118.28,696,good
408,408,1079354,baby boomer,Female,45.4,-91.84,741,very good
171,171,848223,gen X,Female,34.83,-82.37,694,good
1720,1720,631247,baby boomer,Female,32.75,-97.33,590,fair
1791,1791,270816,baby boomer,Male,39.77,-86.14,593,fair
1666,1666,332006,baby boomer,Male,32.29,-81.23,578,poor
1009,1009,173195,gen X,Female,36.01,-82.15,702,good
1335,1335,553707,gen X,Female,33.56,-117.63,836,excellent
867,,,millennials,Male,31.07,-97.61,614,fair
1306,,,gen X,Female,33.82,-117.91,706,good
745,,,gen Z,Male,34.06,-117.17,752,very good
1795,,,millennials,Female,45.25,-93.33,647,fair
1850,,,gen Z,Female,31.94,-94.85,736,good
620,,,millennials,Male,37.8,-89.03,588,fair
422,,,gen Z,Female,39.98,-82.98,817,excellent
423,,,millennials,Female,33.62,-112.05,696,good
1612,,,baby boomer,Male,41.83,-87.68,562,poor
318,,,baby boomer,Male,34.5,-118.01,724,good
1911,,,baby boomer,Female,37.08,-94.5,768,very good
1304,,,gen Z,Female,40.99,-74.34,850,excellent
25,,,gen Z,Female,33.36,-111.93,630,fair
1472,,,gen X,Male,35.05,-78.87,694,good
1278,,,gen Z,Male,39.98,-82.98,684,good
1336,,,gen Z,Female,40.66,-73.84,673,good
645,,,baby boomer,Female,33.91,-118.23,750,very good
1950,,,millennials,Female,36.69,-84.47,720,good
1647,,,gen Z,Female,41.31,-79.38,684,good
847,847,665931,silent generation,Female,35.78,-95.24,591,fair
1397,1397,334651,millennials,Male,36.88,-94.87,710,good
1430,1430,437784,baby boomer,Female,41.63,-93.74,593,fair
135,135,739088,baby boomer,Female,39.72,-82.59,691,good
876,876,351100,baby boomer,Male,37.68,-97.34,600,fair
419,419,351668,baby boomer,Male,38.14,-120.45,734,good
1227,1227,416862,baby boomer,Female,42.37,-83.46,804,excellent
199,199,427383,baby boomer,Female,33.1,-96.66,720,good
1412,1412,763336,baby boomer,Female,36.97,-86.44,707,good
663,663,630463,baby boomer,Female,35.92,-86.84,655,fair
1498,1498,579605,gen X,Female,39.68,-74.98,726,good
119,119,381420,gen X,Female,36.16,-115.28,624,fair
1740,1740,95809,millennials,Male,42.86,-88.33,735,good
619,619,350017,gen X,Male,44.01,-92.47,748,very good
1610,1610,294769,gen X,Female,32.32,-90.2,690,good
1560,1560,265423,baby boomer,Female,42.61,-94.14,741,very good
1646,1646,230136,gen X,Male,40.33,-79.83,714,good
451,451,315016,baby boomer,Male,41.26,-96.01,711,good
732,732,260068,baby boomer,Male,37.68,-97.34,756,very good
1931,1931,1009906,baby boomer,Male,42.41,-71.16,503,poor
237,237,331796,gen X,Male,37.96,-121.76,563,poor
1832,,,millennials,Male,40.71,-124.11,684,good
560,,,baby boomer,Male,44.96,-93.26,676,good
1653,,,gen X,Male,41.85,-72.65,681,good
365,,,baby boomer,Female,40.64,-73.94,719,good
463,,,millennials,Female,40.71,-73.99,719,good
635,,,millennials,Female,40.76,-74.03,731,good
1359,,,millennials,Female,36.67,-76.3,691,good
1978,,,gen Z,Female,32.76,-94.34,844,excellent
1580,,,gen Z,Female,41.6,-87.05,621,fair
1641,,,millennials,Male,39.09,-84.51,640,fair
1043,,,gen Z,Female,42.37,-71.11,660,fair
632,,,gen Z,Female,40.12,-102.72,703,good
1441,,,gen X,Male,43.07,-89.38,737,good
1437,1437,364413,silent generation,Female,47.43,-122.92,751,very good
254,254,1012276,millennials,Male,40.02,-105.25,734,good
721,721,254640,millennials,Male,25.77,-80.2,850,excellent
461,461,775549,gen X,Female,42.3,-83.48,784,very good
242,242,417641,gen X,Male,42.19,-73.35,850,excellent
1194,1194,491196,gen X,Male,35.06,-85.25,782,very good
1262,1262,188132,baby boomer,Female,41.01,-121.47,717,good
1899,1899,209164,millennials,Female,47.94,-122.0,737,good
669,669,345449,millennials,Female,44.69,-73.45,683,good
4,4,595840,gen X,Female,47.61,-122.3,716,good
1078,1078,660280,baby boomer,Female,40.6,-88.98,589,fair
1515,1515,424004,silent generation,Female,40.34,-76.42,520,poor
931,931,396797,millennials,Male,35.1,-90.0,540,poor
1649,1649,81004,baby boomer,Male,29.79,-95.82,729,good
1263,1263,320113,baby boomer,Female,33.95,-84.54,600,fair
1370,1370,590518,baby boomer,Female,38.44,-121.3,709,good
1390,,,millennials,Male,36.17,-86.78,850,excellent
813,,,gen X,Male,41.99,-71.5,585,fair
325,,,gen X,Male,35.22,-92.38,709,good
1309,,,silent generation,Female,47.61,-122.3,531,poor
1565,,,millennials,Female,39.09,-84.51,584,fair
717,,,gen Z,Female,28.04,-81.96,659,fair
1932,,,millennials,Female,32.59,-116.58,658,fair
1005,,,gen Z,Male,29.76,-95.38,685,good
281,,,gen Z,Male,41.15,-81.24,684,good
1093,,,gen Z,Male,40.64,-73.94,667,fair
622,,,gen Z,Male,38.85,-77.29,738,good
76,,,gen Z,Female,40.23,-83.37,649,fair
1604,1604,406980,baby boomer,Male,34.31,-89.93,742,very good
763,763,1032620,millennials,Male,39.99,-75.27,642,fair
1817,1817,1037426,gen X,Female,29.55,-95.27,683,good
667,667,578097,silent generation,Male,35.98,-78.91,714,good
236,236,639134,millennials,Female,29.7,-95.46,540,poor
519,519,232816,baby boomer,Female,36.14,-115.03,770,very good
1294,1294,649112,millennials,Female,40.69,-74.26,730,good
773,773,337624,baby boomer,Male,34.49,-85.84,786,very good
738,738,757357,baby boomer,Female,40.02,-105.25,707,good
1352,1352,233396,baby boomer,Female,44.75,-85.6,672,good
1,1,336197,gen X,Female,30.44,-87.18,704,good
657,657,234635,silent generation,Female,44.45,-95.78,705,good
1130,1130,725638,gen X,Female,47.3,-122.31,680,good
1973,1973,294603,baby boomer,Female,34.87,-85.5,731,good
678,678,162007,baby boomer,Female,42.88,-78.85,850,excellent
1268,1268,176400,gen X,Male,34.2,-86.15,513,poor
1204,1204,385283,gen X,Male,42.09,-70.7,743,very good
1180,1180,540174,millennials,Male,40.71,-73.99,595,fair
485,,,millennials,Male,35.48,-120.92,665,fair
1346,,,gen X,Female,36.81,-119.75,655,fair
512,,,gen X,Male,33.73,-112.14,718,good
767,,,millennials,Female,43.28,-72.47,686,good
1792,,,gen Z,Female,44.02,-72.23,723,good
337,,,gen Z,Male,41.69,-71.51,850,excellent
1624,,,gen Z,Male,40.07,-80.89,769,very good
1929,,,millennials,Male,37.72,-122.41,717,good
392,,,gen X,Female,27.64,-80.39,775,very good
214,,,millennials,Male,41.83,-87.68,652,fair
516,,,millennials,Male,32.61,-117.03,697,good
1318,,,gen Z,Female,35.55,-117.67,778,very good
1724,,,gen Z,Female,41.71,-86.87,850,excellent
739,,,millennials,Female,29.76,-95.38,622,fair
428,428,538373,millennials,Male,42.99,-71.45,689,good
1769,1769,442361,silent generation,Male,39.69,-74.25,661,fair
629,629,732987,baby boomer,Male,39.27,-76.83,793,very good
840,840,1956363,baby boomer,Female,37.74,-122.44,694,good
1985,1985,225839,gen X,Female,34.06,-84.27,680,good
987,987,1036341,gen X,Male,39.14,-77.21,683,good
1315,1315,253265,baby boomer,Female,38.61,-88.78,753,very good
762,762,414623,gen X,Male,40.63,-82.96,683,good
383,383,223229,gen X,Male,30.81,-92.65,760,very good
1317,1317,175317,gen X,Female,39.39,-74.51,749,very good
386,386,701000,gen X,Male,42.26,-71.8,655,fair
845,845,468241,baby boomer,Male,30.42,-86.61,786,very good
728,728,241591,millennials,Female,39.08,-94.35,721,good
1613,1613,546724,millennials,Male,44.44,-69.83,792,very good
1989,1989,1251606,millennials,Male,38.81,-76.75,803,excellent
1444,1444,943258,baby boomer,Male,40.63,-73.63,698,good
865,865,750486,gen X,Male,38.06,-78.9,693,good
323,323,339463,gen X,Male,36.6,-119.75,683,good
348,348,256139,gen X,Female,40.22,-74.76,719,good
888,888,268248,gen X,Male,34.86,-92.12,698,good
808,808,773107,millennials,Female,40.78,-73.24,683,good
850,850,239885,millennials,Female,37.98,-85.71,712,good
1469,,,gen Z,Male,39.12,-97.7,759,very good
1271,,,millennials,Male,36.11,-80.07,642,fair
1847,,,gen Z,Female,28.18,-82.74,676,good
1890,,,millennials,Male,41.18,-77.31,754,very good
405,,,millennials,Male,33.42,-112.2,627,fair
1970,,,gen Z,Male,42.32,-72.67,731,good
1418,,,millennials,Female,44.13,-89.52,752,very good
1338,,,millennials,Male,42.58,-87.85,765,very good
507,,,gen Z,Male,40.81,-74.0,695,good
72,,,millennials,Male,46.51,-112.12,580,fair
1178,,,baby boomer,Female,30.56,-97.86,693,good
1355,,,gen X,Male,32.35,-86.28,536,poor
190,190,1040215,gen X,Male,42.03,-87.73,711,good
1759,1759,560709,silent generation,Female,33.27,-117.28,778,very good
530,530,248161,silent generation,Male,34.06,-117.39,682,good
636,636,165070,gen X,Female,41.83,-87.68,793,very good
1940,1940,215137,gen X,Female,40.74,-73.85,826,excellent
1728,1728,316076,gen X,Female,44.35,-89.07,601,fair
374,374,290921,baby boomer,Male,38.47,-121.44,689,good
996,996,661627,baby boomer,Female,26.02,-80.16,738,good
1127,1127,575483,baby boomer,Male,26.14,-81.79,720,good
520,520,363466,gen X,Male,40.26,-75.74,766,very good
375,375,262999,gen X,Female,35.7,-81.21,695,good
1069,1069,402676,gen X,Male,35.3,-81.03,615,fair
628,628,424089,baby boomer,Male,40.0,-75.26,815,excellent
1141,1141,309410,baby boomer,Male,36.48,-80.61,777,very good
1283,1283,594008,gen X,Male,45.64,-122.37,591,fair
182,,,gen X,Female,26.14,-81.79,616,fair
1252,,,gen Z,Female,33.86,-118.33,658,fair
1935,,,gen Z,Female,30.21,-92.02,750,very good
536,,,gen Z,Male,42.93,-74.62,789,very good
1707,,,millennials,Female,46.12,-123.67,620,fair
553,,,baby boomer,Male,37.78,-90.42,628,fair
1365,,,gen Z,Male,38.23,-122.56,751,very good
1790,,,gen Z,Male,41.24,-73.31,660,fair
1122,,,millennials,Female,40.84,-73.28,785,very good
1460,,,gen Z,Female,42.52,-87.88,590,fair
1778,,,millennials,Male,35.49,-119.3,659,fair
226,,,millennials,Male,42.62,-70.86,724,good
535,,,gen X,Female,41.53,-72.79,643,fair
718,,,gen X,Male,41.64,-85.41,655,fair
1023,,,gen X,Female,35.25,-81.17,679,good
1270,,,millennials,Female,40.21,-75.27,685,good
1540,1540,817239,baby boomer,Female,39.33,-84.54,625,fair
1052,1052,874402,baby boomer,Male,37.99,-122.27,655,fair
1153,1153,83848,baby boomer,Male,39.69,-104.81,774,very good
285,285,1615546,baby boomer,Male,36.95,-121.72,731,good
605,605,369280,gen X,Male,40.64,-73.94,725,good
468,468,325525,gen X,Female,41.65,-91.53,714,good
1782,1782,247649,baby boomer,Female,33.74,-117.99,777,very good
1217,1217,497904,baby boomer,Female,33.62,-112.0,785,very good
561,561,315835,gen X,Male,40.8,-91.12,834,excellent
961,961,587012,silent generation,Male,28.2,-82.59,721,good
3,3,280800,gen X,Male,33.89,-98.51,681,good
585,585,449412,gen X,Male,30.11,-97.3,584,fair
483,483,248594,gen X,Female,48.53,-122.31,713,good
27,27,413883,silent generation,Female,32.28,-90.0,613,fair
1413,1413,344596,millennials,Female,39.03,-87.05,685,good
1994,1994,430132,gen X,Female,39.38,-119.87,740,very good
1584,1584,222464,millennials,Male,32.69,-97.01,692,good
91,,,millennials,Female,39.73,-75.53,739,good
544,,,millennials,Female,40.86,-73.63,676,good
1599,,,gen Z,Male,31.84,-106.43,790,very good
97,,,baby boomer,Female,35.97,-83.94,765,very good
1841,,,millennials,Female,29.98,-81.67,730,good
1476,,,millennials,Female,40.71,-74.06,716,good
448,,,gen X,Male,41.48,-87.68,698,good
941,,,baby boomer,Female,43.34,-73.67,713,good
1389,,,gen X,Female,33.83,-86.26,793,very good
627,,,gen X,Male,41.83,-73.12,717,good
555,,,millennials,Male,38.03,-85.34,514,poor
1729,,,millennials,Female,40.3,-112.3,698,good
1927,,,millennials,Male,41.07,-85.13,739,good
1212,,,millennials,Male,34.98,-80.54,810,excellent
1690,,,gen Z,Female,32.93,-94.7,630,fair
1840,1840,330362,gen X,Female,45.49,-122.8,706,good
115,115,698437,baby boomer,Male,40.93,-73.72,748,very good
1190,1190,796203,gen X,Female,33.0,-80.17,707,good
1936,1936,468829,silent generation,Female,44.4,-73.0,714,good
1455,1455,217343,millennials,Male,32.72,-117.09,713,good
1781,1781,188095,millennials,Male,42.93,-75.46,708,good
556,556,380665,gen X,Male,41.01,-81.6,715,good
573,573,268802,gen X,Male,33.79,-82.47,589,fair
359,359,434162,baby boomer,Male,33.94,-83.99,799,very good
1385,1385,994351,gen X,Female,44.96,-93.26,789,very good
879,879,317434,gen X,Male,25.92,-97.48,702,good
1123,1123,166372,gen X,Male,34.8,-79.54,710,good
1842,1842,550419,gen X,Male,35.11,-106.62,637,fair
581,581,262308,gen X,Male,29.99,-90.24,684,good
1987,1987,220531,baby boomer,Male,42.13,-87.92,488,poor
138,138,307593,gen X,Female,40.77,-79.04,641,fair
77,77,1009397,greatest generation,Female,40.24,-76.92,709,good
476,476,626472,baby boomer,Male,40.93,-76.25,724,good
1586,1586,606864,gen X,Male,40.66,-73.7,672,good
671,671,316257,millennials,Female,35.93,-89.92,769,very good
1794,1794,495390,gen X,Male,29.45,-98.5,631,fair
661,661,95200,baby boomer,Male,40.68,-75.22,566,poor
160,160,185226,gen X,Male,38.91,-75.43,796,very good
1215,,,gen X,Female,32.84,-116.88,751,very good
1375,,,gen Z,Female,38.64,-76.9,717,good
1814,,,gen X,Female,41.83,-87.68,703,good
1751,,,millennials,Female,38.78,-90.7,736,good
1119,,,gen Z,Female,38.83,-76.92,763,very good
435,,,baby boomer,Female,37.06,-113.57,679,good
769,,,gen X,Female,36.2,-81.66,644,fair
221,,,baby boomer,Female,37.7,-122.12,850,excellent
1886,,,millennials,Male,47.44,-122.28,683,good
292,,,gen Z,Female,32.79,-116.96,717,good
1479,1479,198133,millennials,Male,33.72,-84.42,805,excellent
940,940,372878,gen X,Female,25.77,-80.2,699,good
571,571,492047,gen X,Male,39.46,-77.96,739,good
613,613,390258,millennials,Female,41.87,-88.01,712,good
1207,1207,808547,gen X,Male,41.47,-81.67,664,fair
230,230,259517,millennials,Female,30.44,-91.12,693,good
1208,1208,309177,millennials,Male,40.59,-77.57,526,poor
1528,1528,1211454,silent generation,Female,32.61,-93.28,695,good
1267,1267,376716,silent generation,Female,47.83,-122.32,630,fair
746,746,424611,baby boomer,Male,40.64,-73.94,689,good
1955,1955,469762,silent generation,Female,35.54,-82.84,674,good
1066,1066,1402297,gen X,Female,40.27,-75.26,727,good
882,882,261338,baby boomer,Male,40.39,-82.47,612,fair
120,120,393745,gen X,Female,42.88,-88.0,781,very good
1448,1448,665372,gen X,Female,35.05,-82.09,850,excellent
1488,1488,314809,millennials,Female,41.65,-81.43,695,good
1919,1919,597715,silent generation,Male,40.95,-72.19,610,fair
852,852,579950,millennials,Female,29.82,-82.59,738,good
469,469,458625,baby boomer,Female,33.88,-117.85,682,good
631,631,310738,silent generation,Female,35.46,-97.51,682,good
665,665,443117,silent generation,Female,41.23,-80.81,790,very good
1345,1345,504117,silent generation,Female,30.21,-90.92,804,excellent
1303,1303,321722,baby boomer,Male,41.31,-81.85,684,good
1763,1763,316814,gen X,Male,44.96,-93.26,717,good
1756,1756,497531,millennials,Male,35.98,-78.91,691,good
1087,1087,212581,gen X,Female,37.53,-84.66,722,good
286,286,193929,millennials,Male,31.15,-88.55,725,good
315,315,165493,gen X,Male,40.78,-81.52,692,good
1860,,,millennials,Female,34.48,-87.28,719,good
1120,,,gen X,Female,33.72,-118.0,737,good
1780,,,gen X,Male,36.62,-121.82,666,fair
533,,,gen Z,Male,32.71,-102.65,677,good
1912,,,millennials,Female,44.96,-93.26,684,good
1884,,,gen Z,Male,39.98,-82.98,850,excellent
599,,,millennials,Male,40.36,-75.09,722,good
1165,,,baby boomer,Female,36.37,-84.12,797,very good
892,,,millennials,Female,40.43,-75.34,656,fair
694,,,millennials,Male,61.2,-149.82,615,fair
1128,1128,262808,gen X,Male,44.53,-72.0,680,good
89,89,405723,millennials,Male,32.27,-106.61,705,good
478,478,445518,gen X,Male,34.05,-84.07,803,excellent
1995,1995,416626,baby boomer,Female,39.92,-77.71,605,fair
371,371,1345102,silent generation,Male,37.55,-77.46,719,good
205,205,335108,millennials,Male,47.65,-111.38,809,excellent
1581,1581,351927,millennials,Female,38.42,-90.36,684,good
141,141,375655,baby boomer,Male,31.02,-96.48,638,fair
1699,1699,798086,baby boomer,Female,37.42,-121.94,737,good
50,50,258817,baby boomer,Female,45.82,-88.06,702,good
1811,1811,1158549,silent generation,Male,37.34,-122.11,764,very good
1945,1945,178725,baby boomer,Female,34.72,-92.35,727,good
1326,1326,503679,gen X,Female,40.49,-74.48,731,good
438,438,173937,millennials,Female,40.72,-74.17,633,fair
334,334,231362,gen X,Male,41.16,-82.22,697,good
1882,1882,390734,baby boomer,Male,37.59,-122.06,694,good
1981,1981,262671,gen X,Male,26.63,-81.99,702,good
780,780,213178,silent generation,Male,42.35,-71.22,652,fair
863,863,165305,baby boomer,Female,35.4,-93.11,774,very good
1734,,,millennials,Male,33.95,-84.54,739,good
1033,,,gen Z,Female,43.07,-82.49,684,good
1706,,,gen Z,Female,34.83,-89.17,805,excellent
1297,,,baby boomer,Male,34.99,-92.63,703,good
1462,,,millennials,Female,44.1,-122.8,586,fair
1739,,,gen X,Male,42.01,-95.34,531,poor
1174,,,millennials,Male,30.6,-87.34,772,very good
475,,,gen Z,Male,41.02,-84.04,727,good
191,,,millennials,Male,33.71,-84.53,728,good
653,,,gen Z,Female,41.64,-71.0,745,very good
390,,,millennials,Male,26.14,-80.13,681,good
1292,,,gen Z,Male,35.7,-89.99,774,very good
1311,,,millennials,Male,47.54,-122.58,729,good
1154,,,baby boomer,Male,43.01,-88.23,788,very good
1620,,,gen Z,Male,32.33,-96.62,701,good
1704,,,millennials,Male,39.95,-86.02,716,good
809,,,gen X,Female,41.76,-88.15,618,fair
92,92,349160,silent generation,Female,43.54,-96.73,689,good
345,345,250840,millennials,Male,42.24,-85.48,724,good
1742,1742,361043,baby boomer,Female,40.05,-86.03,751,very good
416,416,219719,silent generation,Female,36.17,-86.78,765,very good
331,331,234124,millennials,Male,33.44,-79.56,732,good
491,491,140581,gen X,Male,34.83,-82.37,651,fair
1557,1557,216343,gen X,Female,45.45,-122.79,707,good
479,479,424124,baby boomer,Male,39.11,-76.55,692,good
550,550,635579,silent generation,Male,47.54,-122.58,763,very good
1053,1053,842201,baby boomer,Male,28.65,-81.18,636,fair
1921,1921,338616,gen X,Male,34.12,-83.22,709,good
823,823,297981,gen X,Female,36.7,-76.63,807,excellent
586,586,262194,millennials,Male,35.57,-82.54,751,very good
709,709,246179,millennials,Female,42.92,-88.84,742,very good
298,,,millennials,Male,40.79,-77.85,686,good
268,,,gen Z,Female,43.02,-78.75,582,fair
715,,,millennials,Female,41.76,-88.15,821,excellent
958,,,gen Z,Female,32.38,-83.35,705,good
88,,,gen Z,Male,35.46,-86.08,712,good
1401,,,gen Z,Male,36.81,-119.75,739,good
1713,,,gen Z,Female,39.1,-94.62,837,excellent
1914,,,gen Z,Female,36.78,-76.08,672,good
269,,,gen Z,Female,39.65,-82.74,689,good
842,,,baby boomer,Male,47.58,-122.03,564,poor
1062,,,baby boomer,Male,41.57,-75.25,708,good
1339,,,millennials,Male,38.01,-121.38,773,very good
1920,1920,820464,baby boomer,Male,46.04,-95.29,713,good
1575,1575,1426459,gen X,Female,27.19,-82.49,724,good
1176,1176,677451,millennials,Male,37.94,-87.4,527,poor
373,373,406347,baby boomer,Male,40.59,-84.95,812,excellent
