card_id,client_id,card_type
2602,1019,Debit
5170,1019,Credit
5112,1019,Credit
4794,1019,Debit
6025,1568,Credit
977,1568,Debit
3000,1568,Debit
2913,1765,Debit
4808,1765,Credit
4376,1765,Debit
5731,1875,Debit
4100,1875,Debit
4167,1875,Debit
5955,1875,Credit
1550,1111,Credit
1551,1111,Debit
396,1111,Credit
525,1160,Debit
1820,1160,Debit
1552,1574,Debit
1041,189,Credit
1370,189,Debit
4887,189,Debit (Prepaid)
4055,189,Debit
2367,466,Credit
5467,466,Credit
2247,466,Debit
5263,659,Debit (Prepaid)
5304,659,Debit
1821,659,Debit
4864,659,Debit
5658,659,Debit
5486,659,Credit
128,659,Debit (Prepaid)
4973,942,Debit
3174,942,Debit
2670,942,Credit
2772,942,Credit
22,1234,Debit (Prepaid)
1822,841,Debit
795,841,Credit
796,1388,Credit
797,1388,Debit
1553,1056,Debit
798,1056,Debit
3586,1056,Debit
3441,345,Credit
1084,308,Credit
3628,308,Debit (Prepaid)
2421,1922,Debit (Prepaid)
3280,1156,Debit
12,1156,Credit
3143,1156,Credit
4128,1156,Debit
175,1156,Credit
3764,561,Debit
6053,561,Debit
2716,561,Debit (Prepaid)
6119,561,Debit
4575,561,Credit
526,507,Debit (Prepaid)
5316,1522,Credit
5213,1522,Credit
368,1522,Credit
5545,695,Debit
3442,285,Debit (Prepaid)
4196,285,Credit
2156,285,Debit
2927,285,Credit
5747,285,Credit
5041,113,Credit
3608,113,Credit
3705,113,Debit
4586,113,Debit
4526,113,Debit
4937,1039,Debit
5791,1039,Debit
304,1039,Credit
5004,1039,Debit
2943,176,Debit
2603,176,Debit
972,176,Debit
6026,176,Debit (Prepaid)
2049,1104,Debit
4507,1104,Debit
4768,1104,Credit
4849,1104,Credit
3994,1104,Debit
5766,1104,Debit
5297,946,Credit
5403,946,Credit
97,946,Debit
4487,946,Debit
527,1465,Credit
4903,1465,Credit
1173,1465,Debit
1554,25,Credit
1350,571,Credit
312,571,Debit
4047,571,Debit
5960,571,Debit
528,1396,Debit (Prepaid)
799,1396,Debit (Prepaid)
1555,1396,Debit (Prepaid)
1823,599,Debit
800,599,Credit
529,599,Debit
4539,1074,Debit
3903,1074,Credit
5961,1074,Debit
2044,1074,Credit
4108,1074,Debit
5680,214,Credit
5005,771,Debit
4986,771,Debit
3803,771,Debit (Prepaid)
5104,520,Credit
2020,520,Debit
4129,520,Debit
3948,520,Debit
2659,520,Debit
5468,288,Credit
6039,288,Debit
3497,288,Debit
1824,1979,Credit
2548,1979,Debit
4396,1979,Credit
2812,1979,Debit
1825,1253,Credit
5691,1253,Debit
3841,1253,Debit
2248,1253,Debit
1556,1253,Debit
2561,1253,Debit
4869,311,Credit
4094,311,Debit
4600,311,Credit
93,311,Credit
81,1346,Credit
801,1346,Debit
2877,1622,Debit
90,852,Credit
1282,852,Credit
4187,852,Debit
4039,1394,Credit
530,1394,Debit
3468,1394,Debit
6027,1394,Debit
82,957,Debit
5042,957,Credit
4532,957,Debit
5078,515,Debit
5487,515,Debit
3984,515,Debit
3235,515,Debit
2831,1303,Debit
2705,1303,Debit
6000,1303,Credit
5059,1303,Credit
6085,1303,Debit
1557,1303,Debit
4226,1303,Debit
3765,1287,Debit
5564,296,Credit
4939,296,Credit
3331,296,Debit (Prepaid)
1330,1059,Credit
2641,1059,Debit
4483,1059,Debit
5641,1378,Credit
283,1378,Debit
4227,1378,Debit
2921,1378,Credit
4066,1297,Debit
1242,1297,Debit
5627,1297,Credit
5982,1727,Debit
319,1727,Debit
1379,1727,Debit (Prepaid)
5329,1727,Debit
4918,1727,Debit
3766,1727,Debit
1826,310,Debit
531,310,Debit
1359,673,Debit
2422,673,Credit
978,673,Debit
1827,673,Credit
4570,1283,Credit
2341,1283,Debit
5305,1283,Debit
3469,1283,Credit
5404,1239,Credit
3744,1239,Debit
532,1239,Credit
1243,1239,Debit
533,1691,Credit
225,1078,Debit
5488,1078,Debit
4397,124,Debit
4022,124,Debit
3050,124,Debit
2725,124,Debit
2819,99,Debit
3345,99,Debit
2869,99,Credit
2736,1722,Credit
427,562,Credit
3250,750,Debit
4550,750,Debit (Prepaid)
5251,1223,Debit
1042,1223,Debit
384,1223,Debit
1828,1319,Debit
4271,575,Debit
369,575,Debit
3663,575,Credit
5278,575,Credit
4360,575,Credit
3842,428,Credit
1351,428,Credit
3126,828,Credit
4235,828,Credit
3767,828,Credit
1829,1580,Debit
1830,1580,Debit
1558,1570,Debit (Prepaid)
1831,1570,Credit
534,1570,Debit (Prepaid)
221,846,Credit
2789,846,Credit
3886,846,Credit
3443,846,Credit
1244,666,Debit
4838,335,Debit
5131,335,Debit
353,335,Debit
5016,639,Debit
129,639,Debit
4877,639,Credit
4833,639,Debit
3673,386,Debit
535,886,Debit
536,297,Debit (Prepaid)
1832,1860,Debit
1833,1860,Credit
4244,1860,Debit (Prepaid)
211,581,Debit
2320,581,Debit
3691,581,Debit
4615,1910,Debit
5505,1910,Debit
3242,1910,Debit (Prepaid)
3288,1910,Debit
1559,731,Credit
5659,731,Debit
802,731,Debit
1111,21,Debit
2745,21,Debit
4769,21,Debit (Prepaid)
5777,273,Credit
397,63,Credit
2805,63,Debit
60,63,Debit
5489,63,Debit
4632,63,Debit
4067,63,Debit (Prepaid)
537,786,Debit
1834,786,Debit
538,1886,Credit
803,1886,Debit
270,103,Debit
5113,103,Credit
3930,103,Debit
110,103,Debit
967,103,Debit
5681,1193,Debit
4023,1193,Debit
5962,1193,Debit
4533,1193,Debit
2963,1193,Debit
5881,585,Debit
1560,1532,Debit
3215,1958,Debit
3680,1958,Credit
1283,1958,Debit (Prepaid)
3578,1958,Debit
3843,1958,Credit
4594,744,Credit
5720,744,Credit
4571,744,Credit
4158,744,Debit
2849,744,Credit
4140,1836,Credit
2450,477,Debit (Prepaid)
2692,477,Credit
1064,477,Debit
4168,477,Credit
3419,477,Debit (Prepaid)
1835,1713,Debit
804,1506,Debit
1836,1506,Debit
3706,357,Debit
2085,357,Debit
5481,357,Credit
2832,357,Credit
4883,535,Credit
1085,778,Debit
3228,778,Credit
539,778,Debit
1837,950,Credit
2562,1080,Debit
5844,1080,Credit
1838,1197,Debit
1839,1197,Credit
540,1197,Debit
4689,711,Debit
3995,1731,Debit
4888,1731,Debit (Prepaid)
34,1731,Credit
5930,1731,Credit
2797,1731,Debit
4616,1731,Debit
5810,451,Debit
3768,451,Credit
3786,1290,Credit
3629,1290,Debit
2530,1817,Debit
1444,56,Credit
805,56,Credit
4949,1383,Debit
3146,1915,Debit
4116,1915,Credit
5031,1915,Debit
2113,1915,Debit
3229,1882,Debit
2672,1882,Credit
5882,1882,Debit
3556,1467,Debit
5132,1791,Debit
2215,1791,Debit
4587,1791,Debit
2142,447,Debit
4617,447,Credit
5405,447,Debit
3692,447,Debit
3865,447,Debit
4967,1640,Debit
5171,1640,Credit
1065,1640,Credit
4795,636,Debit
3420,636,Debit
4361,636,Debit
284,636,Debit
4169,782,Debit
3051,782,Debit
2216,782,Debit (Prepaid)
29,316,Credit
2038,316,Credit
4125,316,Credit
5857,316,Debit
1211,1192,Debit
541,787,Debit (Prepaid)
1561,787,Credit
1562,251,Debit
806,251,Debit
1563,1351,Credit
3769,490,Debit
5963,490,Debit
176,490,Debit
5133,490,Debit
1564,1935,Debit
542,1935,Debit
1840,1935,Debit
4601,387,Debit (Prepaid)
3103,869,Debit
3104,869,Debit (Prepaid)
4405,869,Debit
3517,869,Debit
5490,869,Debit (Prepaid)
1565,1865,Credit
1841,268,Debit
1566,268,Debit
543,268,Debit
6067,1124,Debit
5437,1124,Debit (Prepaid)
4130,1124,Credit
1245,721,Credit
3949,721,Credit
4426,721,Debit
2563,721,Credit
3361,721,Debit
4377,721,Credit
158,813,Debit
2587,152,Debit (Prepaid)
2848,152,Credit
1401,152,Credit
4272,1896,Debit
2944,1896,Debit
1124,1896,Debit
4974,1896,Credit
4529,1896,Credit
1567,1028,Debit (Prepaid)
139,1028,Credit
2878,1028,Debit
2564,1028,Debit
342,1028,Credit
544,922,Debit (Prepaid)
4770,549,Credit
98,549,Debit
4467,549,Credit
2588,549,Credit
5459,565,Debit
1314,565,Debit
4071,565,Debit
3175,565,Debit
5829,1980,Debit
545,1494,Debit
3579,1494,Debit
1842,1494,Credit
2340,1494,Credit
5830,1809,Debit
2114,1809,Debit
4026,1809,Credit
370,1809,Debit (Prepaid)
1338,1809,Debit
3866,1809,Credit
2981,637,Debit
3745,637,Credit
2115,637,Debit
3078,637,Debit
1402,1770,Credit
6054,1770,Debit
1843,1770,Debit
5264,1770,Credit
4427,527,Credit
546,1139,Debit
177,1459,Credit
3147,1459,Credit
3383,1459,Debit
352,1544,Credit
3137,1544,Debit
547,1174,Debit
6040,112,Debit
4398,112,Debit
1134,112,Credit
4339,112,Debit
3470,112,Debit
5378,369,Debit (Prepaid)
2779,369,Debit (Prepaid)
2982,369,Debit
2443,369,Credit
2889,994,Debit
4008,994,Debit
50,994,Credit
3243,994,Debit
3904,994,Debit
3734,994,Debit
5367,994,Debit
1403,1592,Credit
1844,1592,Credit
1845,1592,Debit (Prepaid)
3346,1029,Debit
5285,1029,Credit
3471,1029,Debit
1846,1680,Credit
5325,1680,Debit
5460,1052,Debit
3651,1052,Debit
3273,494,Credit
2333,494,Credit
1847,494,Debit
2890,94,Debit
3313,94,Debit
3931,425,Debit
6133,425,Debit
4447,425,Debit
5149,425,Debit
2492,1720,Debit
2642,1699,Debit (Prepaid)
2204,1699,Debit
4245,1699,Debit
4437,1699,Debit
5043,1699,Credit
5593,1699,Credit
1018,1699,Credit
2922,1495,Credit
4941,1495,Debit (Prepaid)
2071,1495,Credit
3531,1495,Debit
5767,1495,Debit
1568,1495,Debit
2099,1495,Credit
548,1005,Debit
1569,439,Credit
2762,439,Debit
5172,1285,Debit
3216,1285,Debit
2180,1973,Debit
1284,1973,Debit
2342,1973,Debit (Prepaid)
2879,1973,Debit
549,448,Credit
4633,1907,Debit
550,1907,Credit
2660,73,Credit
2720,73,Debit
4713,73,Credit
4323,1097,Debit
4324,1097,Debit (Prepaid)
4690,1097,Debit
5728,1644,Credit
3089,1644,Credit
5525,1644,Debit
3867,1644,Debit
3001,1644,Debit
3444,1644,Credit
982,967,Credit
3118,967,Debit
1570,1929,Debit
4650,1114,Credit
4246,1114,Debit (Prepaid)
4325,1114,Debit
1029,1087,Debit
3266,1087,Credit
1571,95,Debit
1848,95,Debit
551,1778,Debit
1572,1778,Debit
3770,1031,Credit
130,1031,Debit
2565,1031,Debit
4009,1031,Credit
5698,1031,Debit
3002,1031,Debit
196,1031,Credit
4714,1031,Credit
1849,788,Debit
1573,788,Debit
3571,728,Debit
1174,728,Debit
3421,728,Debit
1246,1639,Debit
807,1587,Debit
3996,1587,Debit
3034,1587,Credit
5308,1883,Debit
4551,1883,Debit
4865,1883,Debit
3401,1883,Credit
2773,712,Debit
3615,712,Debit
5506,712,Debit
4758,712,Credit
3804,712,Debit
4247,1414,Credit
2057,1414,Debit (Prepaid)
2205,1414,Debit
2077,1414,Credit
552,243,Debit
4475,146,Debit
1143,146,Credit
2470,146,Debit
1574,715,Debit
6141,715,Debit
5858,1489,Debit
1850,1232,Debit
808,1232,Debit
5469,842,Debit
553,486,Debit
4993,763,Credit
5393,154,Debit
4340,154,Debit
159,154,Debit
5703,704,Debit
4010,704,Debit
3997,704,Debit
2168,704,Credit
5387,704,Debit
2945,704,Debit
1851,1409,Debit
809,1601,Credit
1852,1601,Credit
226,729,Debit
298,729,Debit
2217,729,Credit
5507,729,Debit
3905,729,Credit
4024,729,Debit
1306,1016,Credit
5883,1016,Debit
2086,1016,Debit
4771,1214,Debit
5508,1214,Debit
1404,1760,Credit
1575,1760,Debit
1853,927,Debit
4809,927,Debit
554,1667,Debit
5379,1796,Debit
3998,1796,Debit
4850,1796,Debit
2964,179,Debit
1854,179,Debit
5831,395,Credit
3950,395,Credit
5192,395,Debit
2027,395,Credit
1855,513,Credit
810,513,Credit
1354,513,Debit
6139,513,Debit
4618,187,Credit
2483,491,Debit
3236,491,Debit
2050,491,Credit
2021,1153,Debit (Prepaid)
3906,377,Credit
4669,377,Debit
1175,377,Debit
4602,377,Debit
3003,377,Debit
3176,850,Debit
5699,850,Debit
3017,1186,Debit
61,1186,Debit (Prepaid)
2946,1186,Debit
3306,1694,Credit
5032,1694,Debit (Prepaid)
5944,1694,Credit
5288,1694,Debit
3079,1694,Credit
5668,716,Debit (Prepaid)
811,716,Credit
555,716,Debit
3965,716,Credit
556,716,Debit
4715,716,Credit
5604,1131,Debit
3093,1131,Credit
4378,1131,Debit
3347,1131,Credit
3052,1719,Debit
2058,1719,Debit
4942,1719,Debit
557,254,Credit
1247,254,Debit
1576,254,Debit
2717,226,Debit
1856,226,Debit
812,226,Debit
4834,1307,Credit
5912,1307,Credit
2810,1307,Credit
3730,1307,Credit
111,1307,Debit
5060,1095,Debit
335,1095,Debit
4691,1095,Debit
5461,1095,Debit
5669,1095,Debit
5150,1729,Debit
4634,1466,Credit
5884,1466,Debit
6055,1226,Debit (Prepaid)
4159,1226,Credit
2231,1226,Debit
4126,1755,Credit
998,1755,Debit (Prepaid)
4228,1755,Debit
2857,1755,Debit
1248,1755,Debit
1315,1755,Credit
558,475,Debit
4975,1956,Credit
5642,1956,Credit
1125,1956,Debit
2451,1956,Debit
320,706,Credit
4284,706,Credit
5114,474,Debit
2493,474,Credit
3844,474,Debit
4034,474,Credit
2218,474,Debit
5845,474,Credit
5406,1259,Debit
3422,1259,Debit (Prepaid)
5913,1259,Debit (Prepaid)
2045,1259,Debit
3289,1259,Debit
2006,1259,Debit
3384,320,Debit
1144,320,Debit
1405,93,Credit
1577,93,Debit (Prepaid)
6028,93,Debit
6091,93,Credit
6001,1182,Debit
2852,150,Credit
2505,150,Debit
5775,150,Debit
1578,1327,Debit
1579,1327,Debit
5019,784,Credit
347,784,Debit (Prepaid)
3373,784,Credit
4987,784,Debit (Prepaid)
1580,1471,Credit
3094,1471,Credit
1581,367,Debit (Prepaid)
1582,367,Credit
4326,1050,Debit
3472,1050,Debit
5214,1050,Debit (Prepaid)
2661,207,Credit
2506,207,Debit
2143,207,Debit (Prepaid)
2260,207,Debit
385,207,Credit
1583,1838,Debit
5002,798,Credit
2833,798,Credit
5870,798,Debit
963,798,Debit
2693,1207,Credit
6056,1207,Debit
5805,1207,Credit
3138,1012,Debit
3580,1012,Debit
4896,844,Credit
3445,844,Credit
5234,334,Debit
5595,334,Credit
2522,334,Credit
813,815,Credit
1393,815,Debit (Prepaid)
5964,1100,Debit
5079,1100,Debit
559,407,Debit
1406,407,Credit
560,407,Debit (Prepaid)
428,407,Credit
5780,1244,Debit
5885,1740,Debit
2382,1740,Debit
1584,1740,Debit
5338,1740,Debit
4248,1754,Debit
2898,1184,Debit
6107,1184,Debit
4202,1184,Debit
4897,1184,Debit
3932,1184,Debit
1585,1440,Debit
2104,200,Credit
2875,200,Credit
1339,200,Debit
3970,1446,Debit
3160,1446,Credit
1857,1446,Debit (Prepaid)
3181,1446,Debit
2002,1263,Debit
140,1263,Debit
1445,1263,Credit
1586,1483,Debit
814,1483,Debit
561,1085,Debit
1587,1085,Debit (Prepaid)
5235,1085,Debit (Prepaid)
1588,1961,Debit
1589,1961,Credit
5859,776,Debit
3105,776,Debit
354,890,Debit
5799,890,Credit
1135,1445,Credit
5753,1445,Credit
3722,1445,Credit
4716,1445,Debit
2899,1445,Debit
562,74,Debit
4027,74,Debit
1307,74,Debit
815,1216,Debit
1858,1216,Debit (Prepaid)
1590,1216,Debit
1859,1216,Debit
816,1216,Debit
817,1216,Credit
4060,797,Credit
4095,797,Debit
350,797,Debit
818,797,Debit
3127,797,Debit
4391,797,Debit
2839,797,Debit
5339,797,Debit
5428,797,Debit
429,610,Credit
819,610,Credit
820,610,Credit
398,610,Credit
4968,1917,Debit (Prepaid)
5556,1917,Credit
2129,1917,Debit
5803,1917,Credit
1860,975,Debit
1591,975,Debit (Prepaid)
1340,109,Debit
1861,109,Credit
4076,547,Debit (Prepaid)
4461,547,Debit
5298,547,Debit
5526,547,Debit
1592,347,Debit
2751,347,Credit
821,347,Debit
4489,201,Credit
5236,201,Debit
2494,201,Credit
822,1368,Credit
4772,1368,Debit
563,1547,Debit
3630,1547,Debit (Prepaid)
2531,1812,Debit
564,1812,Debit (Prepaid)
6068,1379,Debit
2604,1379,Debit
4796,1379,Credit
5215,1379,Debit
2780,82,Debit (Prepaid)
2900,1053,Credit
2311,1053,Debit
3771,1053,Debit (Prepaid)
1862,1893,Credit
1863,955,Credit
565,955,Debit
5723,955,Debit
1366,955,Debit
1367,856,Credit
4851,856,Debit
1285,856,Debit
2880,1361,Debit
4950,1361,Debit
2706,261,Debit
2589,261,Debit
6129,261,Debit
6076,261,Debit
30,261,Credit
4852,64,Debit
5429,64,Credit
823,1864,Debit
1864,1768,Debit
1341,1151,Debit
5006,1151,Credit
2983,1151,Debit
5279,356,Debit
5605,356,Debit
3132,356,Debit
3251,356,Debit
2312,356,Debit
3018,1393,Debit
1865,1393,Credit
824,865,Credit
4028,865,Debit
3832,865,Credit
4356,865,Credit
5237,865,Debit
566,1914,Credit
2368,1641,Credit
825,707,Debit
4327,3,Debit (Prepaid)
2157,3,Debit (Prepaid)
4835,3,Debit (Prepaid)
3597,3,Debit
3787,754,Debit
5380,754,Debit
4122,754,Debit
6002,754,Debit
2219,754,Debit
5450,754,Credit
3423,148,Debit
2144,148,Debit
4288,148,Credit
5851,148,Credit
5585,148,Debit
2376,127,Debit
988,127,Credit
1086,127,Debit
4692,1675,Debit
3473,1675,Debit
2372,1675,Debit
1355,747,Credit
2287,747,Debit
2549,747,Debit
3119,747,Debit
2116,1942,Debit (Prepaid)
246,1942,Debit (Prepaid)
5781,1942,Debit
6086,452,Debit (Prepaid)
5700,452,Debit
4249,452,Debit
1866,452,Debit
4451,452,Debit
1867,1157,Debit (Prepaid)
4250,1534,Debit
6102,1534,Debit
2947,1086,Debit
5301,1086,Credit
567,1984,Debit
4910,835,Debit (Prepaid)
2334,835,Debit
2288,835,Credit
4773,835,Debit
5115,758,Debit
2662,758,Credit
2181,758,Debit
5931,758,Debit (Prepaid)
5360,758,Credit
1868,1795,Debit
1869,1795,Debit (Prepaid)
1593,1795,Debit
1594,1795,Debit
399,1795,Credit
1595,1795,Credit
355,1221,Debit
4561,1221,Credit
4774,1221,Credit
4693,1221,Credit
568,1821,Debit
1870,1821,Credit
826,1821,Debit
3281,1248,Debit
5787,1248,Credit
5320,1248,Credit
3654,1900,Debit
4117,597,Credit
4540,597,Debit
2532,597,Debit
5022,597,Credit
3414,597,Credit
5346,597,Debit
1596,1620,Debit (Prepaid)
1871,1620,Credit
1872,1620,Debit
3518,1213,Debit (Prepaid)
3106,1213,Debit
3270,1213,Credit
5648,619,Debit
3348,619,Debit
5,619,Debit
4519,619,Debit
1394,1043,Credit
1873,1043,Credit
4717,394,Debit
6057,394,Debit
2663,394,Debit
4341,394,Debit
1874,1376,Credit
4871,1376,Debit
3532,1376,Debit
2182,1376,Credit
1875,834,Credit
1876,834,Debit
1407,834,Credit
827,834,Credit
1877,834,Debit (Prepaid)
1878,834,Credit
160,837,Credit
2457,1257,Debit
2605,1257,Debit (Prepaid)
5071,1257,Credit
4087,1966,Debit
2643,1966,Debit
6029,1966,Debit
4737,1966,Credit
5649,358,Debit
1212,358,Debit
3845,912,Debit
4197,912,Credit
5650,605,Debit
212,605,Credit
5061,605,Debit
5289,1362,Debit
0,1362,Credit
2274,1362,Debit (Prepaid)
2145,1362,Debit
2965,1513,Credit
3933,1513,Debit
3546,1513,Credit
5886,1521,Debit
2495,1521,Debit
1066,1521,Credit
5887,564,Credit
3547,564,Debit
2606,1309,Debit
828,1583,Debit
3385,1583,Debit (Prepaid)
5724,1583,Debit (Prepaid)
4694,1885,Debit
4951,1885,Debit (Prepaid)
3424,1885,Debit
2435,1885,Credit
2046,1566,Debit
5832,1566,Debit
5546,1566,Debit
2383,401,Debit
5628,401,Debit
5643,401,Credit
4924,401,Credit
3004,401,Debit
1597,401,Debit
3035,401,Credit
6030,15,Debit
4988,15,Credit
3182,15,Credit
829,1666,Credit
2533,1666,Credit
178,1666,Debit
993,1666,Debit
1598,509,Credit
3446,509,Debit
4588,509,Debit
569,509,Debit
2644,954,Debit
2220,954,Debit
4416,954,Debit
5586,954,Debit
3548,832,Credit
2948,832,Debit
3107,832,Debit
570,832,Debit
2362,1046,Credit
6,1046,Credit
3259,1046,Debit
9,1046,Credit
4520,630,Debit
2059,630,Debit
5629,630,Debit
3386,1561,Credit
1025,1561,Debit
2966,1561,Debit
5353,1561,Debit
2377,1548,Debit
5764,1548,Debit (Prepaid)
4406,1548,Debit
2901,221,Debit
2444,221,Debit
4589,221,Debit
1049,221,Debit
1599,1991,Debit
1331,1328,Credit
1879,1328,Debit
2158,1901,Debit (Prepaid)
3846,1901,Debit
3887,1901,Debit (Prepaid)
5357,665,Debit
3652,665,Debit
5073,665,Credit
5193,665,Debit
3402,665,Debit
2798,665,Debit
3217,665,Debit
968,665,Debit
1213,442,Debit
141,442,Debit
2117,442,Debit
112,442,Debit
2346,442,Debit
4572,1626,Credit
1600,1539,Credit
3847,1539,Credit
4203,601,Credit
2300,601,Credit
3674,601,Debit (Prepaid)
5760,601,Credit
3681,601,Debit
2347,601,Credit
2840,541,Credit
5516,210,Credit
3053,206,Credit
1601,206,Debit
1602,926,Debit
1603,115,Debit
38,115,Credit
4590,115,Debit (Prepaid)
19,115,Debit
4927,115,Credit
5704,115,Debit
3934,1779,Debit
1214,1779,Debit
4029,248,Debit
4932,248,Debit
99,248,Debit
1030,248,Debit
3130,1003,Credit
1604,294,Debit
3557,118,Debit
2792,118,Credit
3848,118,Debit
1605,292,Debit
4943,755,Debit
2206,755,Debit
4797,755,Debit
2757,755,Credit
2321,755,Debit
1880,1878,Debit
4958,1432,Debit
4929,1432,Credit
1192,1432,Credit
2726,1432,Debit
4576,456,Debit
2800,456,Credit
5811,456,Debit
4603,623,Debit
2072,623,Debit
2130,623,Debit
571,1426,Credit
572,1426,Credit
5381,47,Debit
4952,47,Debit
5630,47,Debit (Prepaid)
5080,47,Credit
5876,760,Credit
5670,760,Debit
4379,760,Debit (Prepaid)
2566,956,Debit
1606,956,Debit
4273,194,Credit
2401,194,Debit
5587,194,Debit
5062,194,Debit
1607,693,Debit
830,693,Debit
1881,1246,Credit
5812,1246,Debit
4810,1246,Debit
5023,1246,Credit
2774,641,Debit
4456,641,Debit
14,641,Debit
1193,641,Credit
4718,641,Debit
5151,641,Debit
3907,1060,Credit
4291,1060,Debit (Prepaid)
5216,1060,Debit
5326,1060,Credit
3849,1060,Credit
831,1292,Debit
1882,1292,Credit
832,1113,Credit
833,1113,Credit
4631,245,Credit
1883,245,Debit (Prepaid)
4362,774,Debit
83,774,Debit
100,1822,Debit
3985,1822,Debit
1608,1822,Debit
4285,1822,Credit
2221,1822,Debit (Prepaid)
5888,1209,Debit
4573,1209,Credit
3362,1209,Debit
3387,1209,Debit (Prepaid)
3693,1209,Debit
4462,1209,Credit
2261,997,Credit
6108,997,Debit (Prepaid)
5046,997,Credit
5825,997,Credit
1446,1180,Credit
6041,1180,Credit
1609,1180,Debit
23,318,Credit
2928,318,Debit
2004,318,Debit
3183,318,Credit
5081,691,Debit
3157,1993,Debit
4176,1993,Debit
70,1993,Credit
5082,1993,Debit
5152,1993,Debit
4635,1993,Debit
3675,252,Credit
271,252,Debit (Prepaid)
5024,252,Debit
4577,252,Debit
5407,252,Debit
3788,252,Debit
4719,1757,Credit
142,1757,Credit
2685,1757,Debit
4820,1757,Debit
3054,1324,Debit
3314,1324,Credit
4959,1324,Credit
5889,1324,Debit
2102,1557,Credit
2471,1557,Debit
6098,1557,Credit
1610,1555,Debit
6042,1555,Debit (Prepaid)
3190,1555,Credit
1019,941,Debit
573,156,Debit
5438,156,Credit
1334,156,Credit
4604,156,Debit (Prepaid)
2827,24,Debit
1316,302,Debit
1408,302,Credit
1884,949,Debit
430,949,Credit
2249,949,Debit
574,949,Debit (Prepaid)
3549,949,Credit
3598,1281,Credit
4775,1281,Debit
3095,1281,Credit
2902,1281,Debit
5394,1281,Debit (Prepaid)
3589,1281,Credit
5116,1428,Debit (Prepaid)
3163,433,Debit
3868,433,Credit
2903,433,Debit
2370,433,Credit
4866,433,Debit (Prepaid)
5606,433,Debit (Prepaid)
4040,584,Credit
3878,584,Credit
51,584,Debit
5800,1832,Credit
5932,1832,Debit
4636,222,Debit
4619,222,Debit
4821,222,Debit
4562,648,Credit
3474,648,Credit
3888,648,Credit
6135,1939,Credit
575,722,Debit
4204,1889,Debit (Prepaid)
1176,1889,Credit
2618,1889,Debit
5416,1889,Debit
5890,1889,Debit
2694,1229,Debit (Prepaid)
2427,1229,Credit
3282,1229,Credit
5547,1229,Debit
386,1229,Debit
272,1229,Debit
5083,505,Debit
2222,505,Debit
5173,1083,Credit
3710,1083,Debit
5527,1083,Debit
3447,1083,Debit
4448,1656,Debit
834,1656,Debit
1611,1656,Debit
1612,568,Debit
1050,1373,Credit
4074,1373,Credit
1194,667,Debit
5063,667,Debit
5408,667,Debit
4563,667,Debit
5891,667,Debit
2929,480,Debit
5409,480,Credit
4872,480,Credit
3388,480,Credit
5607,480,Debit (Prepaid)
4670,480,Credit
2764,569,Credit
5608,1600,Debit
5050,1600,Debit
4251,1600,Debit
3498,1063,Credit
2015,1063,Debit
400,1063,Credit
5683,1063,Debit
1009,1063,Credit
3850,32,Credit
5382,32,Debit
3475,32,Debit
1087,32,Debit
576,1040,Debit
401,1040,Credit
4798,396,Debit (Prepaid)
2785,396,Debit (Prepaid)
4911,396,Debit (Prepaid)
5395,396,Credit
4300,396,Debit
999,1498,Debit (Prepaid)
3735,1498,Debit (Prepaid)
577,1498,Debit
2232,1498,Debit
1613,104,Debit
3161,104,Credit
4205,104,Credit
835,1062,Debit
1390,1062,Debit (Prepaid)
4363,1062,Debit
1409,1845,Credit
5892,1657,Credit
2183,1106,Debit
3964,1106,Credit
2335,1106,Debit
2550,1867,Debit (Prepaid)
5238,1045,Debit (Prepaid)
5462,1786,Credit
2250,1786,Debit
5463,1786,Credit
1000,1786,Debit
3789,1786,Debit
2392,1569,Credit
4109,1569,Debit
2458,1569,Debit
5098,1569,Credit
3519,899,Debit
2429,1595,Debit
2472,1595,Credit
1447,446,Credit
3581,53,Debit
3267,53,Credit
4620,53,Debit (Prepaid)
1410,1136,Credit
1614,1136,Debit
1885,1136,Credit
1159,551,Debit
4637,551,Debit
3341,551,Credit
2795,1491,Credit
5410,1491,Debit
5732,1491,Debit
3019,1491,Debit
1249,330,Debit
2402,392,Debit
4380,392,Credit
3307,392,Debit (Prepaid)
5153,1144,Debit
4172,1144,Credit
4141,1144,Debit
2223,1144,Credit
2459,1163,Debit (Prepaid)
2275,1163,Credit
4236,1163,Credit
5227,230,Credit
5788,230,Credit
5893,230,Credit
5033,230,Debit
1301,1066,Debit
1126,1066,Debit
2460,460,Debit
3805,460,Debit
5470,460,Debit
4534,460,Debit
5252,1661,Debit
5983,1661,Credit
5993,1926,Credit
1160,1926,Debit
5439,1926,Credit
2417,27,Credit
5383,27,Debit
2631,27,Credit
5025,27,Debit
1051,27,Debit
3055,27,Debit
578,27,Credit
4035,27,Debit (Prepaid)
4131,365,Debit
3191,50,Debit
5194,50,Debit
247,50,Credit
5471,50,Debit
1886,653,Credit
836,743,Debit
1026,743,Debit
1270,743,Debit
837,999,Debit
579,999,Credit
580,999,Debit
581,999,Debit
5396,940,Credit
273,940,Debit
3726,940,Credit
5117,940,Debit
2047,940,Debit
2224,940,Debit
3986,534,Debit
3645,534,Debit
336,534,Debit
1615,1460,Debit
1887,1460,Debit
4068,59,Debit
